,Facility/HHS Code,Facility/HHS Desc,Last Month in QTR,Triage Category,Number of Attendances,Variation in the number of attendances (%),Patients Seen within clinically recommended times (%),Median Waiting time to treatment (minutes),Patients who did not wait for treatment (%),Patients admitted from the Emergency Department (%),Admissions to hospital within 4 hours (%),Patients whose ED stay was within 4 hours (%),Number of patients who left after treatment commenced,Percentage of patients who left after treatment commenced (%),Number of patients who did not wait for treatment,Median Wait Traffic Light
84,45,Gatton Hospital,SEP 2022,1,3,-63,0.0,100,0,-,100,0,0,0,0,
85,45,Gatton Hospital,SEP 2022,2,196,-2,3.0,81,17,76,78,4,2,0,0,
86,45,Gatton Hospital,SEP 2022,3,775,20,8.0,83,9,68,84,8,1,20,3,
87,45,Gatton Hospital,SEP 2022,4,933,-6,11.0,91,3,66,91,11,1,39,4,
88,45,Gatton Hospital,SEP 2022,5,322,9,15.0,98,1,50,92,2,1,26,8,
89,45,Gatton Hospital,SEP 2022,ALL,2229,4,9.0,88,6,69,88,25,1,85,4,
90,46,Kilcoy Hospital,SEP 2022,1,2,0,0.0,100,0,-,100,0,0,0,0,
91,46,Kilcoy Hospital,SEP 2022,2,74,45,0.0,91,15,73,65,2,3,0,0,
92,46,Kilcoy Hospital,SEP 2022,3,175,9,0.0,89,14,68,75,2,1,3,2,
93,46,Kilcoy Hospital,SEP 2022,4,276,-6,0.0,94,7,79,88,2,1,4,1,
94,46,Kilcoy Hospital,SEP 2022,5,225,-6,5.0,99,1,50,97,2,1,6,3,
95,46,Kilcoy Hospital,SEP 2022,ALL,752,1,0.0,94,8,72,86,8,1,13,2,
96,47,Laidley Hospital,SEP 2022,1,7,-50,0.0,100,14,0,43,0,0,0,0,
97,47,Laidley Hospital,SEP 2022,2,326,-11,0.0,88,9,73,72,14,4,6,2,
98,47,Laidley Hospital,SEP 2022,3,504,-12,0.0,91,7,73,78,9,2,10,2,
99,47,Laidley Hospital,SEP 2022,4,536,3,0.0,94,4,52,85,8,1,34,6,
100,47,Laidley Hospital,SEP 2022,5,254,8,0.0,99,6,53,89,3,1,17,7,
101,47,Laidley Hospital,SEP 2022,ALL,1627,-5,0.0,92,6,65,80,34,2,67,4,
102,48,Maleny Hospital,SEP 2022,1,8,33,0.0,100,13,100,88,1,13,0,0,
103,48,Maleny Hospital,SEP 2022,2,134,22,2.0,88,25,85,86,2,1,2,1,
104,48,Maleny Hospital,SEP 2022,3,311,16,10.0,84,13,79,89,7,2,2,1,
105,48,Maleny Hospital,SEP 2022,4,462,32,15.0,93,4,65,96,1,0,7,2,
106,48,Maleny Hospital,SEP 2022,5,277,-7,17.0,98,1,75,97,2,1,3,1,
107,48,Maleny Hospital,SEP 2022,ALL,1192,16,10.0,91,8,79,93,13,1,14,1,
108,49,Nambour Hospital,SEP 2022,1,42,-5,0.0,100,31,31,33,0,0,0,0,
109,49,Nambour Hospital,SEP 2022,2,2169,2,8.0,75,32,49,54,21,1,5,0,
110,49,Nambour Hospital,SEP 2022,3,6168,11,14.0,76,27,35,53,179,3,69,1,
111,49,Nambour Hospital,SEP 2022,4,5249,-3,20.0,81,7,40,81,141,3,167,3,
112,49,Nambour Hospital,SEP 2022,5,852,49,18.0,94,1,70,95,11,1,50,6,
113,49,Nambour Hospital,SEP 2022,ALL,14480,6,14.0,79,19,39,66,352,2,291,2,
114,61,Biggenden Hospital,SEP 2022,1,0,0,,-,-,-,-,0,-,0,-,
115,61,Biggenden Hospital,SEP 2022,2,19,-10,0.0,95,58,91,95,0,0,0,0,
116,61,Biggenden Hospital,SEP 2022,3,69,41,0.0,99,61,100,99,0,0,0,0,
117,61,Biggenden Hospital,SEP 2022,4,125,-20,0.0,100,22,96,98,0,0,0,0,
118,61,Biggenden Hospital,SEP 2022,5,88,-13,0.0,100,2,100,100,0,0,0,0,
119,61,Biggenden Hospital,SEP 2022,ALL,301,-9,0.0,99,27,98,99,0,0,0,0,
120,62,Bundaberg Hospital,SEP 2022,1,35,0,0.0,100,71,32,29,0,0,0,0,
121,62,Bundaberg Hospital,SEP 2022,2,1931,14,20.0,30,40,15,26,85,4,22,1,
122,62,Bundaberg Hospital,SEP 2022,3,5651,4,47.0,36,26,10,35,315,6,339,6,
123,62,Bundaberg Hospital,SEP 2022,4,3741,-22,66.0,47,9,11,63,178,5,473,13,
124,62,Bundaberg Hospital,SEP 2022,5,271,-57,46.0,79,4,30,82,14,5,50,18,
125,62,Bundaberg Hospital,SEP 2022,ALL,11629,-8,45.0,39,22,12,44,592,5,884,8,
126,63,Cherbourg Hospital,SEP 2022,1,2,-50,0.0,100,50,0,50,0,0,0,0,
127,63,Cherbourg Hospital,SEP 2022,2,51,9,0.0,92,37,79,78,0,0,0,0,
128,63,Cherbourg Hospital,SEP 2022,3,216,-30,5.0,87,25,76,85,9,4,13,6,
129,63,Cherbourg Hospital,SEP 2022,4,578,-1,9.0,94,8,81,94,8,1,32,6,
130,63,Cherbourg Hospital,SEP 2022,5,515,24,9.0,98,3,77,95,1,0,60,12,
131,63,Cherbourg Hospital,SEP 2022,ALL,1362,0,7.0,94,10,78,92,18,1,105,8,
132,64,Childers Hospital,SEP 2022,1,1,-75,0.0,100,0,-,100,0,0,0,0,
133,64,Childers Hospital,SEP 2022,2,39,39,0.0,100,59,100,100,0,0,0,0,
134,64,Childers Hospital,SEP 2022,3,139,-29,0.0,96,30,93,97,0,0,0,0,
135,64,Childers Hospital,SEP 2022,4,341,-7,0.0,99,9,93,99,2,1,4,1,
136,64,Childers Hospital,SEP 2022,5,198,8,0.0,100,1,100,100,0,0,11,6,
137,64,Childers Hospital,SEP 2022,ALL,718,-8,0.0,99,14,95,99,2,0,15,2,
138,65,Eidsvold Hospital,SEP 2022,1,0,0,,-,-,-,-,0,-,0,-,
139,65,Eidsvold Hospital,SEP 2022,2,16,-30,0.0,94,88,100,100,0,0,0,0,
140,65,Eidsvold Hospital,SEP 2022,3,40,33,0.0,98,43,100,100,0,0,0,0,
141,65,Eidsvold Hospital,SEP 2022,4,44,-10,0.0,100,14,100,100,0,0,2,5,
142,65,Eidsvold Hospital,SEP 2022,5,34,17,0.0,100,6,100,100,0,0,0,0,
143,65,Eidsvold Hospital,SEP 2022,ALL,134,2,0.0,98,29,100,100,0,0,2,1,
144,66,Gayndah Hospital,SEP 2022,1,5,150,0.0,100,60,100,80,0,0,0,0,
145,66,Gayndah Hospital,SEP 2022,2,50,100,0.0,100,72,100,96,0,0,0,0,
146,66,Gayndah Hospital,SEP 2022,3,109,-5,0.0,98,44,96,94,2,2,1,1,
147,66,Gayndah Hospital,SEP 2022,4,200,38,0.0,100,20,93,97,2,1,7,4,
148,66,Gayndah Hospital,SEP 2022,5,161,9,0.0,100,6,89,98,0,0,3,2,
149,66,Gayndah Hospital,SEP 2022,ALL,525,21,0.0,100,26,96,96,4,1,11,2,
150,67,Gin Gin Hospital,SEP 2022,1,1,-50,0.0,100,0,-,100,0,0,0,0,
151,67,Gin Gin Hospital,SEP 2022,2,30,67,0.0,97,57,100,100,1,3,0,0,
152,67,Gin Gin Hospital,SEP 2022,3,163,16,1.0,92,48,100,99,1,1,1,1,
153,67,Gin Gin Hospital,SEP 2022,4,315,-7,5.0,95,11,94,97,2,1,6,2,
154,67,Gin Gin Hospital,SEP 2022,5,310,-4,10.0,99,3,90,98,0,0,13,4,
155,67,Gin Gin Hospital,SEP 2022,ALL,819,0,5.0,96,17,98,98,4,0,20,2,
156,68,Gympie Hospital,SEP 2022,1,25,-26,0.0,100,32,50,40,0,0,0,0,
157,68,Gympie Hospital,SEP 2022,2,1118,-1,7.0,71,42,42,53,11,1,1,0,
158,68,Gympie Hospital,SEP 2022,3,3427,5,28.0,53,23,32,62,83,2,118,3,
159,68,Gympie Hospital,SEP 2022,4,3127,-5,32.0,68,6,40,84,98,3,221,7,
160,68,Gympie Hospital,SEP 2022,5,319,-33,20.0,96,2,80,97,10,3,24,8,
161,68,Gympie Hospital,SEP 2022,ALL,8016,-2,23.0,63,18,36,71,202,3,364,5,
162,69,Hervey Bay Hospital,SEP 2022,1,78,16,0.0,100,56,30,35,2,3,0,0,
163,69,Hervey Bay Hospital,SEP 2022,2,1501,-3,5.0,78,53,28,36,50,3,5,0,
164,69,Hervey Bay Hospital,SEP 2022,3,4082,-8,39.0,43,37,19,36,166,4,186,5,
165,69,Hervey Bay Hospital,SEP 2022,4,4001,-19,58.0,51,17,19,53,181,5,478,12,
166,69,Hervey Bay Hospital,SEP 2022,5,425,-42,44.0,79,7,33,72,18,4,58,14,
167,69,Hervey Bay Hospital,SEP 2022,ALL,10087,-14,32.0,54,31,21,44,417,4,727,7,
168,70,Kingaroy Hospital,SEP 2022,1,52,100,0.0,100,40,14,25,0,0,0,0,
169,70,Kingaroy Hospital,SEP 2022,2,645,21,14.0,43,38,36,43,10,2,9,1,
170,70,Kingaroy Hospital,SEP 2022,3,1810,7,37.0,44,21,26,57,26,1,111,6,
171,70,Kingaroy Hospital,SEP 2022,4,2085,12,57.0,53,8,34,75,11,1,246,12,
172,70,Kingaroy Hospital,SEP 2022,5,932,-45,54.0,80,3,69,89,1,0,112,12,
173,70,Kingaroy Hospital,SEP 2022,ALL,5524,-5,40.0,53,15,32,67,48,1,478,9,
174,71,Maryborough Hospital,SEP 2022,1,30,-19,0.0,100,10,67,57,1,3,0,0,
175,71,Maryborough Hospital,SEP 2022,2,893,5,7.0,76,3,10,39,22,2,1,0,
176,71,Maryborough Hospital,SEP 2022,3,2213,0,41.0,41,4,5,50,68,3,78,4,
177,71,Maryborough Hospital,SEP 2022,4,2397,-18,72.0,44,2,4,69,116,5,262,11,
178,71,Maryborough Hospital,SEP 2022,5,285,-27,45.0,71,2,14,78,16,6,45,16,
179,71,Maryborough Hospital,SEP 2022,ALL,5818,-9,39.0,50,3,7,58,223,4,386,7,
180,72,Monto Hospital,SEP 2022,1,1,0,0.0,100,100,100,100,0,0,0,0,
181,72,Monto Hospital,SEP 2022,2,19,-14,0.0,100,58,100,100,0,0,0,0,
182,72,Monto Hospital,SEP 2022,3,59,2,0.0,93,54,100,100,0,0,1,2,
183,72,Monto Hospital,SEP 2022,4,151,-19,0.0,99,16,100,99,0,0,2,1,
184,72,Monto Hospital,SEP 2022,5,52,-40,0.0,100,8,100,100,0,0,0,0,
185,72,Monto Hospital,SEP 2022,ALL,282,-20,0.0,98,26,100,99,0,0,3,1,
186,74,Mundubbera Hospital,SEP 2022,1,0,0,,-,-,-,-,0,-,0,-,
187,74,Mundubbera Hospital,SEP 2022,2,9,-31,0.0,100,67,100,100,0,0,0,0,
188,74,Mundubbera Hospital,SEP 2022,3,64,-14,0.0,100,34,100,100,1,2,0,0,
189,74,Mundubbera Hospital,SEP 2022,4,108,24,0.0,100,6,100,100,0,0,0,0,
190,74,Mundubbera Hospital,SEP 2022,5,37,48,0.0,100,0,-,100,0,0,0,0,
191,74,Mundubbera Hospital,SEP 2022,ALL,218,10,0.0,100,16,100,100,1,0,0,0,
192,75,Murgon Hospital,SEP 2022,1,2,0,0.0,100,0,-,100,0,0,0,0,
193,75,Murgon Hospital,SEP 2022,2,60,-2,0.0,92,38,87,90,1,2,0,0,
194,75,Murgon Hospital,SEP 2022,3,199,-21,5.0,86,29,88,92,1,1,2,1,
195,75,Murgon Hospital,SEP 2022,4,554,7,11.0,92,10,85,94,5,1,28,5,
196,75,Murgon Hospital,SEP 2022,5,212,-50,6.0,99,3,100,100,0,0,4,2,
197,75,Murgon Hospital,SEP 2022,ALL,1027,-18,5.0,92,14,87,95,7,1,34,3,
198,76,Nanango Hospital,SEP 2022,1,0,0,,-,-,-,-,0,-,0,-,
199,76,Nanango Hospital,SEP 2022,2,62,24,0.0,81,15,100,87,3,5,1,2,
200,76,Nanango Hospital,SEP 2022,3,71,-9,5.0,87,3,100,90,3,4,2,3,
201,76,Nanango Hospital,SEP 2022,4,337,0,7.0,91,5,88,96,1,0,6,2,
202,76,Nanango Hospital,SEP 2022,5,441,-58,10.0,98,1,100,98,1,0,12,3,
203,76,Nanango Hospital,SEP 2022,ALL,911,-40,6.0,93,4,94,96,8,1,21,2,
204,91,Chinchilla Hospital,SEP 2022,1,5,-17,0.0,100,40,100,100,0,0,0,0,
205,91,Chinchilla Hospital,SEP 2022,2,89,-7,0.0,88,53,100,92,1,1,0,0,
206,91,Chinchilla Hospital,SEP 2022,3,317,-12,1.0,96,38,94,94,3,1,3,1,
207,91,Chinchilla Hospital,SEP 2022,4,749,-15,2.0,99,9,96,98,1,0,16,2,
208,91,Chinchilla Hospital,SEP 2022,5,958,-25,1.0,100,2,100,100,3,0,14,1,
209,91,Chinchilla Hospital,SEP 2022,ALL,2118,-19,1.0,98,12,96,98,8,0,33,2,
210,92,Dalby Hospital,SEP 2022,1,10,-23,0.0,100,20,100,80,0,0,0,0,
211,92,Dalby Hospital,SEP 2022,2,348,13,10.0,54,48,87,78,3,1,4,1,
212,92,Dalby Hospital,SEP 2022,3,1141,5,34.0,46,29,76,80,11,1,33,3,
213,92,Dalby Hospital,SEP 2022,4,1516,-2,57.0,52,9,73,84,4,0,171,11,
214,92,Dalby Hospital,SEP 2022,5,635,24,34.0,83,2,92,91,1,0,70,11,
215,92,Dalby Hospital,SEP 2022,ALL,3650,5,38.0,55,18,79,83,19,1,278,8,
216,93,Goondiwindi Hospital,SEP 2022,1,10,150,0.0,100,30,100,80,0,0,0,0,
217,93,Goondiwindi Hospital,SEP 2022,2,126,7,0.0,96,50,78,82,1,1,1,1,
218,93,Goondiwindi Hospital,SEP 2022,3,480,5,0.0,96,26,76,89,5,1,4,1,
219,93,Goondiwindi Hospital,SEP 2022,4,1007,13,0.0,97,9,85,96,4,0,33,3,
220,93,Goondiwindi Hospital,SEP 2022,5,680,-75,0.0,100,3,82,97,2,0,37,5,
221,93,Goondiwindi Hospital,SEP 2022,ALL,2303,-45,0.0,97,13,80,94,12,1,75,3,
222,95,Jandowae Hospital,SEP 2022,1,1,0,0.0,100,0,-,100,0,0,0,0,
223,95,Jandowae Hospital,SEP 2022,2,13,-7,0.0,92,62,100,100,0,0,0,0,
224,95,Jandowae Hospital,SEP 2022,3,81,76,0.0,98,27,100,100,0,0,1,1,
225,95,Jandowae Hospital,SEP 2022,4,119,1,0.0,97,10,92,97,0,0,0,0,
226,95,Jandowae Hospital,SEP 2022,5,145,-15,0.0,100,5,100,99,0,0,1,1,
227,95,Jandowae Hospital,SEP 2022,ALL,359,3,0.0,98,14,98,99,0,0,2,1,
228,97,Miles Hospital,SEP 2022,1,3,200,0.0,100,100,100,100,0,0,0,0,
229,97,Miles Hospital,SEP 2022,2,37,-5,1.0,89,49,100,100,0,0,0,0,
230,97,Miles Hospital,SEP 2022,3,114,-12,1.0,94,46,94,94,1,1,1,1,
231,97,Miles Hospital,SEP 2022,4,238,23,3.0,97,18,93,98,0,0,5,2,
232,97,Miles Hospital,SEP 2022,5,559,-28,5.0,98,6,100,99,0,0,2,0,
233,97,Miles Hospital,SEP 2022,ALL,951,-17,5.0,97,16,96,98,1,0,8,1,
234,98,Millmerran Hospital,SEP 2022,1,6,200,0.0,100,50,67,50,0,0,0,0,
235,98,Millmerran Hospital,SEP 2022,2,50,233,0.0,92,34,82,84,1,2,1,2,
236,98,Millmerran Hospital,SEP 2022,3,137,-20,0.0,97,31,100,94,2,1,1,1,
237,98,Millmerran Hospital,SEP 2022,4,232,-13,2.0,99,10,91,95,1,0,1,0,
238,98,Millmerran Hospital,SEP 2022,5,178,-25,4.0,100,1,100,99,1,1,2,1,
239,98,Millmerran Hospital,SEP 2022,ALL,603,-13,1.0,98,15,93,95,5,1,5,1,
240,99,Oakey Hospital,SEP 2022,1,1,-67,0.0,100,0,-,100,0,0,0,0,
241,99,Oakey Hospital,SEP 2022,2,31,-31,0.0,87,10,67,77,0,0,0,0,
242,99,Oakey Hospital,SEP 2022,3,174,6,1.0,92,16,86,90,6,3,2,1,
243,99,Oakey Hospital,SEP 2022,4,321,29,5.0,95,9,83,94,6,2,3,1,
244,99,Oakey Hospital,SEP 2022,5,107,-22,5.0,98,3,100,98,0,0,2,2,
245,99,Oakey Hospital,SEP 2022,ALL,634,6,5.0,94,10,84,93,12,2,7,1,
246,100,Stanthorpe Hospital,SEP 2022,1,5,25,0.0,100,40,50,40,0,0,0,0,
247,100,Stanthorpe Hospital,SEP 2022,2,207,-23,2.0,85,48,82,86,0,0,0,0,
248,100,Stanthorpe Hospital,SEP 2022,3,577,-1,5.0,91,28,78,86,6,1,9,2,
249,100,Stanthorpe Hospital,SEP 2022,4,555,-5,5.0,95,8,66,94,0,0,23,4,
250,100,Stanthorpe Hospital,SEP 2022,5,599,-60,2.0,99,3,88,98,1,0,21,4,
251,100,Stanthorpe Hospital,SEP 2022,ALL,1943,-34,3.0,94,17,78,92,7,0,53,3,
252,101,Tara Hospital,SEP 2022,1,1,-80,0.0,100,100,100,100,0,0,0,0,
253,101,Tara Hospital,SEP 2022,2,54,69,0.0,96,50,96,93,1,2,0,0,
254,101,Tara Hospital,SEP 2022,3,173,30,0.0,96,31,89,90,3,2,3,2,
255,101,Tara Hospital,SEP 2022,4,365,76,0.0,99,7,93,97,4,1,2,1,
256,101,Tara Hospital,SEP 2022,5,518,4,2.0,100,2,88,99,1,0,5,1,
257,101,Tara Hospital,SEP 2022,ALL,1111,27,0.0,99,10,91,97,9,1,10,1,
258,102,Taroom Hospital,SEP 2022,1,0,0,,-,-,-,-,0,-,0,-,
259,102,Taroom Hospital,SEP 2022,2,20,11,0.0,100,80,100,100,0,0,0,0,
260,102,Taroom Hospital,SEP 2022,3,64,39,0.0,100,41,96,95,0,0,0,0,
261,102,Taroom Hospital,SEP 2022,4,103,58,0.0,100,18,100,100,0,0,1,1,
262,102,Taroom Hospital,SEP 2022,5,402,16,0.0,100,1,100,100,0,0,1,0,
263,102,Taroom Hospital,SEP 2022,ALL,589,23,0.0,100,11,98,99,0,0,2,0,
264,103,Texas Hospital,SEP 2022,1,0,0,,-,-,-,-,0,-,0,-,
265,103,Texas Hospital,SEP 2022,2,12,-14,0.0,92,17,50,42,0,0,0,0,
266,103,Texas Hospital,SEP 2022,3,55,2,1.0,93,24,85,75,0,0,0,0,
267,103,Texas Hospital,SEP 2022,4,104,12,0.0,97,13,93,92,1,1,0,0,
268,103,Texas Hospital,SEP 2022,5,206,-37,3.0,98,2,100,98,0,0,0,0,
269,103,Texas Hospital,SEP 2022,ALL,377,-23,0.0,97,9,88,91,1,0,0,0,
270,104,Toowoomba Hospital,SEP 2022,1,161,18,0.0,100,70,24,30,1,1,0,0,
271,104,Toowoomba Hospital,SEP 2022,2,2995,5,8.0,68,64,47,52,56,2,5,0,
272,104,Toowoomba Hospital,SEP 2022,3,9126,2,30.0,51,43,47,54,782,9,329,4,
273,104,Toowoomba Hospital,SEP 2022,4,3093,-13,31.0,74,13,53,73,361,12,205,7,
274,104,Toowoomba Hospital,SEP 2022,5,289,-22,23.0,88,4,58,84,44,15,36,12,
275,104,Toowoomba Hospital,SEP 2022,ALL,15664,-1,23.0,60,41,47,57,1244,8,575,4,
276,105,Warwick Hospital,SEP 2022,1,22,-8,0.0,100,50,36,32,0,0,0,0,
277,105,Warwick Hospital,SEP 2022,2,598,17,9.0,58,52,58,62,1,0,3,1,
278,105,Warwick Hospital,SEP 2022,3,1700,8,20.0,66,27,50,73,8,0,33,2,
279,105,Warwick Hospital,SEP 2022,4,2135,3,27.0,74,8,55,90,7,0,102,5,
280,105,Warwick Hospital,SEP 2022,5,756,-42,18.0,96,3,84,97,1,0,32,4,
281,105,Warwick Hospital,SEP 2022,ALL,5211,-5,19.0,72,19,54,82,17,0,170,3,
282,106,Wandoan Hospital,SEP 2022,1,0,0,,-,-,-,-,0,-,0,-,
283,106,Wandoan Hospital,SEP 2022,2,1,0,2.0,100,0,-,100,0,0,0,0,
284,106,Wandoan Hospital,SEP 2022,3,1,0,0.0,100,0,-,100,0,0,0,0,
285,106,Wandoan Hospital,SEP 2022,4,42,320,0.0,100,0,-,100,0,0,0,0,
286,106,Wandoan Hospital,SEP 2022,5,123,-36,0.0,100,0,-,100,0,0,1,1,
287,106,Wandoan Hospital,SEP 2022,ALL,167,-17,0.0,100,0,-,100,0,0,1,1,
288,112,Charleville Hospital,SEP 2022,1,2,-60,1.0,100,100,100,100,0,0,0,0,
289,112,Charleville Hospital,SEP 2022,2,69,-19,0.0,99,43,77,77,2,3,2,3,
290,112,Charleville Hospital,SEP 2022,3,332,-11,0.0,99,32,84,89,1,0,3,1,
291,112,Charleville Hospital,SEP 2022,4,564,4,0.0,99,10,86,95,0,0,12,2,
292,112,Charleville Hospital,SEP 2022,5,288,-29,0.0,100,2,100,96,0,0,19,7,
293,112,Charleville Hospital,SEP 2022,ALL,1255,-11,0.0,99,16,84,93,3,0,36,3,
294,113,Cunnamulla Hospital,SEP 2022,1,1,0,0.0,100,0,-,0,0,0,0,0,
295,113,Cunnamulla Hospital,SEP 2022,2,25,39,0.0,100,36,100,88,0,0,0,0,
296,113,Cunnamulla Hospital,SEP 2022,3,84,40,0.0,98,26,73,87,1,1,0,0,
297,113,Cunnamulla Hospital,SEP 2022,4,185,3,0.0,99,8,86,91,1,1,5,3,
298,113,Cunnamulla Hospital,SEP 2022,5,119,-64,0.0,100,3,100,97,0,0,1,1,
299,113,Cunnamulla Hospital,SEP 2022,ALL,414,-30,0.0,99,12,83,92,2,0,6,1,
300,114,Dirranbandi Hospital,SEP 2022,1,1,0,0.0,100,100,100,100,0,0,0,0,
301,114,Dirranbandi Hospital,SEP 2022,2,12,0,0.0,100,50,100,83,0,0,0,0,
302,114,Dirranbandi Hospital,SEP 2022,3,51,11,0.0,98,37,89,90,1,2,1,2,
303,114,Dirranbandi Hospital,SEP 2022,4,108,-9,0.0,100,5,100,99,0,0,3,3,
304,114,Dirranbandi Hospital,SEP 2022,5,96,-22,0.0,100,0,-,99,1,1,1,1,
305,114,Dirranbandi Hospital,SEP 2022,ALL,268,-11,0.0,100,12,94,97,2,1,5,2,
306,116,Mitchell Hospital,SEP 2022,1,0,0,,-,-,-,-,0,-,0,-,
307,116,Mitchell Hospital,SEP 2022,2,33,3,0.0,100,61,100,100,2,6,0,0,
308,116,Mitchell Hospital,SEP 2022,3,66,-20,0.0,100,55,100,97,0,0,1,2,
309,116,Mitchell Hospital,SEP 2022,4,101,16,0.0,99,12,100,99,2,2,1,1,
310,116,Mitchell Hospital,SEP 2022,5,89,-20,0.0,100,7,100,100,1,1,5,6,
311,116,Mitchell Hospital,SEP 2022,ALL,289,-8,0.0,100,26,100,99,5,2,7,2,
312,117,Mungindi Hospital,SEP 2022,1,0,0,,-,-,-,-,0,-,0,-,
313,117,Mungindi Hospital,SEP 2022,2,11,120,0.0,100,55,100,91,0,0,0,0,
314,117,Mungindi Hospital,SEP 2022,3,43,65,0.0,100,28,92,88,0,0,0,0,
315,117,Mungindi Hospital,SEP 2022,4,110,116,0.0,100,13,93,97,0,0,0,0,
316,117,Mungindi Hospital,SEP 2022,5,68,-42,0.0,100,1,100,96,0,0,0,0,
317,117,Mungindi Hospital,SEP 2022,ALL,232,15,0.0,100,14,94,95,0,0,0,0,
318,118,Quilpie Hospital,SEP 2022,1,1,0,0.0,100,100,0,0,0,0,0,0,
319,118,Quilpie Hospital,SEP 2022,2,18,-28,0.0,100,39,100,78,0,0,0,0,
320,118,Quilpie Hospital,SEP 2022,3,53,20,0.0,98,11,100,92,0,0,0,0,
321,118,Quilpie Hospital,SEP 2022,4,92,7,0.0,99,1,0,97,1,1,3,3,
322,118,Quilpie Hospital,SEP 2022,5,81,-84,0.0,100,1,0,96,0,0,0,0,
323,118,Quilpie Hospital,SEP 2022,ALL,245,-63,0.0,99,7,81,94,1,0,3,1,
324,119,Roma Hospital,SEP 2022,1,10,67,0.0,100,50,60,40,0,0,0,0,
325,119,Roma Hospital,SEP 2022,2,299,50,3.0,100,39,47,64,8,3,2,1,
326,119,Roma Hospital,SEP 2022,3,830,17,8.0,97,23,53,77,11,1,8,1,
327,119,Roma Hospital,SEP 2022,4,1196,18,15.0,95,6,46,87,19,2,61,5,
328,119,Roma Hospital,SEP 2022,5,384,-2,16.0,98,3,75,94,5,1,34,9,
329,119,Roma Hospital,SEP 2022,ALL,2719,17,10.0,97,14,51,82,43,2,105,4,
330,120,St George Hospital,SEP 2022,1,3,-25,0.0,100,67,100,100,0,0,0,0,
331,120,St George Hospital,SEP 2022,2,49,44,0.0,100,59,97,98,0,0,0,0,
332,120,St George Hospital,SEP 2022,3,171,10,0.0,100,36,98,97,1,1,3,2,
333,120,St George Hospital,SEP 2022,4,465,16,1.0,100,19,97,98,5,1,2,0,
334,120,St George Hospital,SEP 2022,5,534,-30,1.0,100,5,96,99,1,0,2,0,
335,120,St George Hospital,SEP 2022,ALL,1222,-10,1.0,100,17,97,99,7,1,7,1,
336,121,Surat Hospital,SEP 2022,1,0,0,,-,-,-,-,0,-,0,-,
337,121,Surat Hospital,SEP 2022,2,13,0,0.0,100,77,100,92,0,0,0,0,
338,121,Surat Hospital,SEP 2022,3,30,-47,2.0,100,17,80,80,0,0,0,0,
339,121,Surat Hospital,SEP 2022,4,76,-14,0.0,99,11,88,96,1,1,1,1,
340,121,Surat Hospital,SEP 2022,5,89,-81,0.0,100,2,50,96,0,0,1,1,
341,121,Surat Hospital,SEP 2022,ALL,208,-67,0.0,99,12,88,93,1,0,2,1,
342,133,Biloela Hospital,SEP 2022,1,1,-75,2.0,100,100,100,100,0,0,0,0,
343,133,Biloela Hospital,SEP 2022,2,92,-20,3.0,86,46,81,79,3,3,0,0,
344,133,Biloela Hospital,SEP 2022,3,411,0,5.0,84,26,89,89,3,1,1,0,
345,133,Biloela Hospital,SEP 2022,4,880,14,13.0,88,10,85,94,9,1,32,4,
346,133,Biloela Hospital,SEP 2022,5,419,-14,10.0,98,4,82,98,2,0,16,4,
347,133,Biloela Hospital,SEP 2022,ALL,1803,1,9.0,89,14,86,93,17,1,49,3,
348,134,Blackwater Hospital,SEP 2022,1,3,0,0.0,100,0,-,0,0,0,0,0,
349,134,Blackwater Hospital,SEP 2022,2,105,11,0.0,99,10,60,66,7,7,1,1,
350,134,Blackwater Hospital,SEP 2022,3,341,-5,0.0,99,7,63,85,6,2,8,2,
351,134,Blackwater Hospital,SEP 2022,4,670,35,2.0,99,1,100,97,4,1,14,2,
352,134,Blackwater Hospital,SEP 2022,5,186,79,2.0,100,1,100,98,0,0,7,4,
353,134,Blackwater Hospital,SEP 2022,ALL,1305,23,0.0,99,3,71,91,17,1,30,2,
354,135,Emerald Hospital,SEP 2022,1,22,120,0.0,100,68,80,68,0,0,0,0,
355,135,Emerald Hospital,SEP 2022,2,408,4,5.0,81,50,79,77,0,0,0,0,
356,135,Emerald Hospital,SEP 2022,3,1320,-6,20.0,66,28,75,84,16,1,37,3,
357,135,Emerald Hospital,SEP 2022,4,1792,6,42.0,62,6,77,86,11,1,146,8,
358,135,Emerald Hospital,SEP 2022,5,596,-25,30.0,78,3,65,86,1,0,85,14,
359,135,Emerald Hospital,SEP 2022,ALL,4138,-4,23.0,67,18,76,84,28,1,268,6,
360,136,Gladstone Hospital,SEP 2022,1,46,-25,0.0,100,70,25,26,0,0,0,0,
361,136,Gladstone Hospital,SEP 2022,2,1027,-10,5.0,78,40,41,53,22,2,2,0,
362,136,Gladstone Hospital,SEP 2022,3,3386,-9,15.0,77,23,28,62,152,4,63,2,
363,136,Gladstone Hospital,SEP 2022,4,3958,3,15.0,90,6,35,78,257,6,160,4,
364,136,Gladstone Hospital,SEP 2022,5,506,-19,17.0,94,2,58,90,12,2,42,8,
365,136,Gladstone Hospital,SEP 2022,ALL,8923,-5,13.0,84,17,33,69,443,5,267,3,
366,139,Mount Morgan Hospital,SEP 2022,1,1,-50,0.0,100,0,-,100,0,0,0,0,
